Age,Work Class,Education,Marital Status,Height (cm),Number of Siblings,Occupation,Relatioship,Race,Gender,Hours Per Week,Country,Income Per Annum
27, Private, Some-college, Never-married,179,1, Adm-clerical, Not-in-family, White, Female,60, United-States,45876
41, State-gov, HS-grad, Never-married,169,3, Other-service, Not-in-family, White, Female,40, United-States,28358
18, State-gov, HS-grad, Never-married,191,0, Sales, Not-in-family, Black, Female,30, United-States,30016
44, Private, Bachelors, Married-civ-spouse,159,0, Tech-support, Husband, White, Male,40, United-States,123898
47, Private, Assoc-voc, Married-civ-spouse,188,0, Exec-managerial, Wife, White, Female,45, United-States,167861
36, Local-gov, HS-grad, Married-civ-spouse,194,0, Exec-managerial, Husband, White, Male,40, United-States,30305
66, Private, Preschool, Widowed,158,4, Priv-house-serv, Other-relative, White, Female,40, Guatemala,42165
33, Private, HS-grad, Divorced,192,2, Adm-clerical, Unmarried, White, Female,45, United-States,35738
39, Local-gov, HS-grad, Divorced,170,4, Handlers-cleaners, Not-in-family, White, Male,40, United-States,199284
30, Private, HS-grad, Never-married,177,5, Transport-moving, Own-child, Black, Male,40, United-States,34734
34, Self-emp-not-inc, HS-grad, Married-civ-spouse,198,6, Craft-repair, Husband, White, Male,40, United-States,164900
62, Self-emp-not-inc, Masters, Divorced,181,5, Prof-specialty, Unmarried, White, Female,32, United-States,39229
21, Private, Some-college, Never-married,161,6, Adm-clerical, Not-in-family, White, Female,45, United-States,20303
50, Self-emp-inc, Masters, Married-civ-spouse,176,5, Prof-specialty, Husband, White, Male,50, United-States,115895
30, Private, Bachelors, Married-civ-spouse,167,1, Exec-managerial, Husband, White, Male,60, United-States,94785
43, Private, HS-grad, Married-civ-spouse,196,5, Exec-managerial, Husband, White, Male,40, United-States,86622
19, Private, Some-college, Never-married,192,6, Other-service, Other-relative, White, Female,40, United-States,23699
26, Federal-gov, Assoc-voc, Never-married,200,0, Craft-repair, Own-child, White, Male,50, Japan,36373
50, Private, 7th-8th, Married-civ-spouse,150,0, Transport-moving, Husband, White, Male,65, Canada,25821
45, Federal-gov, Masters, Divorced,153,6, Exec-managerial, Not-in-family, White, Male,40, United-States,127251
46, Self-emp-inc, Masters, Married-civ-spouse,176,0, Sales, Husband, White, Male,50, United-States,95448
17, Private, 10th, Never-married,176,0, Other-service, Own-child, White, Male,15, United-States,46335
56, Private, 7th-8th, Married-civ-spouse,151,5, Exec-managerial, Husband, White, Male,40, United-States,70878
25, Private, Some-college, Married-civ-spouse,145,0, Adm-clerical, Wife, Black, Female,40, United-States,137681
47, Private, Masters, Separated,150,3, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,42, India,47168
23, Private, HS-grad, Married-civ-spouse,195,2, Sales, Husband, White, Male,45, United-States,33134
51, Self-emp-not-inc, HS-grad, Separated,163,5, Other-service, Unmarried, White, Female,20, United-States,48772
19, Private, Some-college, Never-married,186,5, Tech-support, Not-in-family, White, Female,25, United-States,37923
33, Self-emp-not-inc, HS-grad, Married-civ-spouse,159,5, Craft-repair, Husband, White, Male,40, United-States,37132
32, Private, HS-grad, Divorced,168,1, Other-service, Unmarried, White, Female,80, United-States,20145
52, Private, HS-grad, Divorced,148,0, Transport-moving, Not-in-family, White, Male,40, United-States,45306
36, Private, Some-college, Separated,156,2, Other-service, Other-relative, Black, Female,40, United-States,47992
34, Private, HS-grad, Divorced,184,3, Craft-repair, Not-in-family, White, Male,40, United-States,38686
26, ?, HS-grad, Never-married,178,0, ?, Own-child, White, Female,40, United-States,20971
26, Self-emp-inc, 12th, Married-civ-spouse,200,3, Sales, Husband, Other, Male,98, Dominican-Republic,23799
35, Local-gov, Some-college, Married-civ-spouse,147,6, Craft-repair, Husband, White, Male,40, United-States,46638
58, Federal-gov, Bachelors, Married-civ-spouse,146,5, Adm-clerical, Husband, White, Male,40, United-States,136200
32, Private, 11th, Divorced,171,1, Craft-repair, Own-child, White, Male,50, United-States,49423
23, Private, Some-college, Never-married,176,3, Other-service, Other-relative, White, Female,40, United-States,41789
28, Self-emp-not-inc, Some-college, Never-married,194,3, Machine-op-inspct, Not-in-family, Black, Male,40, United-States,44880
20, Private, 10th, Never-married,154,2, Other-service, Other-relative, White, Male,35, Mexico,29104
17, Private, 10th, Never-married,192,2, Other-service, Own-child, White, Male,20, United-States,23723
56, Private, HS-grad, Married-civ-spouse,168,0, Transport-moving, Husband, White, Male,45, United-States,102238
26, Private, HS-grad, Divorced,179,0, Adm-clerical, Own-child, White, Female,40, United-States,33965
43, State-gov, Bachelors, Divorced,173,4, Prof-specialty, Unmarried, White, Female,36, United-States,28835
45, Self-emp-not-inc, Some-college, Never-married,183,3, Prof-specialty, Not-in-family, White, Male,35, United-States,25941
34, Private, Some-college, Married-civ-spouse,178,2, Exec-managerial, Wife, White, Female,50, United-States,143619
54, Private, 1st-4th, Married-civ-spouse,181,4, Other-service, Husband, White, Male,35, Mexico,25743
51, Local-gov, HS-grad, Widowed,192,6, Other-service, Unmarried, White, Female,40, United-States,48197
58, Self-emp-not-inc, Some-college, Married-civ-spouse,156,4, Farming-fishing, Husband, White, Male,60, United-States,36887
49, Private, Assoc-acdm, Separated,158,0, Adm-clerical, Not-in-family, White, Female,40, United-States,43854
21, Private, Assoc-voc, Never-married,157,4, Adm-clerical, Own-child, White, Female,40, United-States,30152
44, Private, Some-college, Never-married,178,1, Other-service, Not-in-family, White, Female,40, United-States,26910
26, Private, Bachelors, Never-married,147,6, Exec-managerial, Not-in-family, White, Female,50, United-States,46219
39, Private, Bachelors, Married-civ-spouse,150,0, Prof-specialty, Husband, White, Male,40, United-States,33999
19, ?, HS-grad, Never-married,170,3, ?, Own-child, White, Male,40, United-States,36435
37, Private, Some-college, Married-civ-spouse,197,6, Handlers-cleaners, Husband, White, Male,40, United-States,47917
49, Private, HS-grad, Divorced,199,0, Adm-clerical, Not-in-family, White, Male,32, United-States,46749
45, Private, HS-grad, Separated,168,1, Machine-op-inspct, Unmarried, Black, Female,40, United-States,25964
60, Federal-gov, HS-grad, Never-married,158,5, Adm-clerical, Not-in-family, Black, Female,40, United-States,45311
28, Federal-gov, Bachelors, Never-married,198,1, Exec-managerial, Not-in-family, Black, Male,40, United-States,49988
23, Private, Some-college, Married-civ-spouse,148,6, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,30, United-States,28036
44, Private, Bachelors, Never-married,167,5, Prof-specialty, Not-in-family, White, Female,45, United-States,40677
19, State-gov, Some-college, Never-married,152,2, Farming-fishing, Own-child, White, Male,12, United-States,35691
37, Private, HS-grad, Married-civ-spouse,179,4, Exec-managerial, Husband, White, Male,40, United-States,191290
41, Self-emp-not-inc, HS-grad, Married-civ-spouse,151,2, Farming-fishing, Husband, White, Male,38, United-States,40067
56, Federal-gov, Bachelors, Married-civ-spouse,179,3, Exec-managerial, Husband, White, Male,40, United-States,143942
44, Private, Assoc-acdm, Married-civ-spouse,150,1, Exec-managerial, Husband, White, Male,54, United-States,195684
30, Private, Bachelors, Married-civ-spouse,157,2, Craft-repair, Husband, Asian-Pac-Islander, Male,36, Vietnam,82835
23, Private, Bachelors, Never-married,193,6, Sales, Not-in-family, White, Female,40, United-States,27277
44, Private, HS-grad, Married-civ-spouse,183,1, Exec-managerial, Wife, White, Female,40, United-States,158105
38, Private, HS-grad, Married-civ-spouse,167,4, Exec-managerial, Husband, White, Male,70, United-States,126033
32, Private, Some-college, Married-civ-spouse,162,6, Sales, Husband, White, Male,50, United-States,148000
57, Self-emp-not-inc, Masters, Never-married,200,3, Farming-fishing, Not-in-family, White, Male,20, United-States,20127
35, Private, Prof-school, Married-civ-spouse,174,5, Prof-specialty, Husband, White, Male,50, United-States,186954
48, Self-emp-not-inc, Bachelors, Married-civ-spouse,195,1, Exec-managerial, Husband, White, Male,50, United-States,79026
32, Local-gov, Some-college, Married-civ-spouse,181,5, Protective-serv, Husband, White, Male,99, United-States,29798
76, Federal-gov, Masters, Widowed,188,1, Prof-specialty, Not-in-family, White, Female,15, United-States,48394
57, Local-gov, HS-grad, Divorced,168,2, Handlers-cleaners, Not-in-family, Black, Female,30, United-States,29783
58, ?, Some-college, Never-married,196,6, ?, Not-in-family, White, Female,40, United-States,43643
51, Private, Masters, Married-civ-spouse,186,4, Exec-managerial, Husband, White, Male,50, United-States,139129
50, Private, 10th, Married-civ-spouse,179,6, Other-service, Husband, Black, Male,40, United-States,27384
38, Private, HS-grad, Married-AF-spouse,172,6, Other-service, Wife, White, Female,25, United-States,37335
53, Private, HS-grad, Married-civ-spouse,166,5, Transport-moving, Husband, White, Male,40, United-States,30113
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse,163,6, Craft-repair, Husband, White, Male,20, United-States,24174
23, Private, HS-grad, Never-married,199,2, Transport-moving, Own-child, White, Male,40, United-States,26240
44, Private, Assoc-voc, Divorced,146,6, Exec-managerial, Not-in-family, White, Male,40, United-States,129114
23, Private, Bachelors, Never-married,179,6, Sales, Not-in-family, White, Female,40, United-States,36004
23, Private, Assoc-acdm, Never-married,165,2, Sales, Own-child, White, Male,20, United-States,45110
44, Private, Bachelors, Married-civ-spouse,164,0, Exec-managerial, Husband, White, Male,40, United-States,72486
30, Private, HS-grad, Married-civ-spouse,173,5, Tech-support, Husband, White, Male,40, United-States,40154
28, Private, HS-grad, Married-civ-spouse,186,3, Sales, Husband, White, Male,40, United-States,20957
46, Private, Some-college, Divorced,152,5, Exec-managerial, Not-in-family, White, Female,40, United-States,30454
34, Local-gov, Preschool, Never-married,192,2, Adm-clerical, Own-child, Black, Female,25, United-States,29112
38, Private, Bachelors, Separated,157,4, Exec-managerial, Not-in-family, White, Male,45, United-States,140537
26, Private, Some-college, Never-married,192,4, Sales, Not-in-family, Black, Female,37, United-States,29611
39, Private, HS-grad, Married-civ-spouse,177,0, Craft-repair, Husband, White, Male,40, United-States,20915
28, Private, Some-college, Never-married,155,5, Sales, Own-child, Black, Male,40, United-States,31408
33, State-gov, Masters, Married-civ-spouse,155,3, Prof-specialty, Husband, Asian-Pac-Islander, Male,19, India,48707
43, Private, Masters, Divorced,171,0, Prof-specialty, Unmarried, White, Female,40, United-States,94213
30, Private, Bachelors, Divorced,163,1, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,40, China,35169
59, State-gov, Masters, Married-civ-spouse,150,4, Exec-managerial, Husband, White, Male,50, United-States,136619
26, Private, HS-grad, Married-civ-spouse,171,4, Machine-op-inspct, Husband, White, Male,45, United-States,39327
28, Private, Some-college, Never-married,162,3, Tech-support, Own-child, Black, Male,24, United-States,30185
48, Self-emp-not-inc, Some-college, Never-married,162,1, Other-service, Not-in-family, White, Male,40, United-States,33317
49, Private, Bachelors, Widowed,154,1, Prof-specialty, Unmarried, White, Female,35, United-States,43445
41, Self-emp-not-inc, HS-grad, Married-civ-spouse,180,3, Handlers-cleaners, Husband, White, Male,40, United-States,22503
20, Private, Some-college, Never-married,149,3, Adm-clerical, Own-child, White, Female,30, United-States,33982
49, Private, HS-grad, Married-civ-spouse,145,1, Protective-serv, Husband, White, Male,40, United-States,185037
37, State-gov, Bachelors, Never-married,156,6, Prof-specialty, Other-relative, White, Male,40, United-States,20434
18, Private, 12th, Never-married,196,2, Sales, Own-child, White, Female,8, United-States,43114
61, Private, HS-grad, Married-civ-spouse,200,0, Tech-support, Husband, White, Male,40, United-States,121617
26, Private, HS-grad, Married-civ-spouse,163,6, Handlers-cleaners, Husband, White, Male,48, United-States,45302
66, Private, Bachelors, Widowed,187,0, Other-service, Not-in-family, White, Male,12, United-States,33666
68, Private, Masters, Never-married,192,2, Prof-specialty, Not-in-family, White, Female,40, United-States,46819
27, Local-gov, HS-grad, Married-civ-spouse,193,5, Protective-serv, Wife, White, Female,40, United-States,29616
66, Self-emp-not-inc, Some-college, Married-civ-spouse,187,3, Farming-fishing, Husband, White, Male,7, United-States,41208
28, Private, 10th, Never-married,195,1, Other-service, Unmarried, White, Female,15, United-States,21722
26, Private, Bachelors, Never-married,195,4, Prof-specialty, Not-in-family, White, Female,40, United-States,46852
25, ?, HS-grad, Never-married,200,1, ?, Unmarried, Black, Female,40, United-States,24294
46, Private, Some-college, Married-civ-spouse,146,4, Transport-moving, Husband, White, Male,48, United-States,46927
62, ?, Bachelors, Married-civ-spouse,180,2, ?, Husband, White, Male,40, United-States,28132
35, Private, HS-grad, Never-married,189,5, Machine-op-inspct, Own-child, White, Male,40, United-States,45042
26, Self-emp-not-inc, HS-grad, Never-married,152,2, Farming-fishing, Own-child, White, Male,60, United-States,49646
40, Private, HS-grad, Separated,166,6, Machine-op-inspct, Not-in-family, White, Female,40, United-States,40976
31, Private, Some-college, Never-married,167,5, Exec-managerial, Not-in-family, White, Male,45, Honduras,40780
52, Private, HS-grad, Widowed,151,0, Transport-moving, Not-in-family, White, Male,40, United-States,49509
61, Self-emp-not-inc, HS-grad, Married-civ-spouse,199,1, Other-service, Husband, Black, Male,12, United-States,41689
39, State-gov, 11th, Married-civ-spouse,196,0, Craft-repair, Husband, White, Male,40, United-States,41424
25, Private, HS-grad, Never-married,178,0, Other-service, Own-child, White, Female,40, United-States,44032
47, Private, Bachelors, Married-civ-spouse,149,0, Tech-support, Husband, White, Male,48, United-States,43044
33, Private, Bachelors, Married-civ-spouse,180,1, Machine-op-inspct, Husband, Other, Male,40, Ecuador,33927
17, Private, 11th, Never-married,145,0, Other-service, Own-child, White, Male,25, United-States,47973
26, Private, HS-grad, Married-civ-spouse,160,4, Adm-clerical, Husband, White, Male,45, United-States,42775
25, Private, HS-grad, Never-married,145,4, Handlers-cleaners, Other-relative, White, Male,40, United-States,44568
39, Self-emp-not-inc, HS-grad, Married-civ-spouse,178,6, Exec-managerial, Husband, White, Male,16, United-States,26992
33, Private, Masters, Married-civ-spouse,198,5, Exec-managerial, Husband, White, Male,45, United-States,199504
46, Federal-gov, Some-college, Married-civ-spouse,169,4, Exec-managerial, Husband, Black, Male,40, United-States,21255
27, Private, Some-college, Separated,148,6, Adm-clerical, Unmarried, White, Female,20, United-States,23871
48, Private, HS-grad, Married-civ-spouse,195,1, Prof-specialty, Husband, White, Male,40, United-States,84639
29, Self-emp-not-inc, 11th, Married-civ-spouse,199,6, Other-service, Wife, White, Female,5, United-States,39787
40, Private, Bachelors, Never-married,178,2, Sales, Own-child, White, Male,40, United-States,37339
24, Private, Bachelors, Never-married,172,5, Sales, Own-child, Black, Male,40, United-States,33337
55, Private, Bachelors, Married-civ-spouse,195,1, Exec-managerial, Husband, Other, Male,35, India,22021
56, Private, HS-grad, Married-civ-spouse,200,2, Exec-managerial, Husband, White, Male,40, United-States,118137
25, Private, Assoc-acdm, Never-married,181,4, Craft-repair, Not-in-family, White, Male,30, United-States,21229
36, Private, Some-college, Married-civ-spouse,149,0, Craft-repair, Husband, White, Male,50, United-States,20691
26, Self-emp-not-inc, HS-grad, Married-civ-spouse,162,1, Exec-managerial, Husband, White, Male,45, United-States,42154
37, Private, HS-grad, Married-civ-spouse,191,6, Handlers-cleaners, Husband, White, Male,44, United-States,93398
36, Private, HS-grad, Married-civ-spouse,179,3, Craft-repair, Husband, White, Male,40, United-States,42541
23, Self-emp-not-inc, 11th, Never-married,154,2, Craft-repair, Own-child, White, Male,50, Mexico,30275
25, Private, Bachelors, Married-civ-spouse,196,2, Prof-specialty, Husband, White, Male,60, United-States,43204
36, State-gov, HS-grad, Divorced,148,4, Adm-clerical, Own-child, Black, Female,40, United-States,26893
37, Self-emp-not-inc, Some-college, Married-civ-spouse,188,1, Craft-repair, Husband, White, Male,70, ?,23746
39, Self-emp-inc, Assoc-acdm, Married-civ-spouse,153,6, Sales, Husband, White, Male,48, United-States,167687
35, Private, Assoc-voc, Never-married,195,4, Craft-repair, Own-child, Black, Male,40, United-States,39625
33, Private, 11th, Never-married,177,5, Handlers-cleaners, Own-child, Black, Male,40, United-States,25316
31, Private, Some-college, Never-married,167,0, Craft-repair, Not-in-family, White, Male,46, United-States,26046
49, Private, Some-college, Married-civ-spouse,176,6, Prof-specialty, Husband, White, Male,22, United-States,20993
34, Self-emp-not-inc, Bachelors, Divorced,175,6, Transport-moving, Not-in-family, White, Male,50, ?,33036
40, Private, HS-grad, Married-civ-spouse,191,2, Transport-moving, Husband, Asian-Pac-Islander, Male,60, Trinadad&Tobago,46521
27, Private, Some-college, Widowed,171,4, Adm-clerical, Unmarried, White, Female,40, United-States,38925
50, Self-emp-not-inc, Doctorate, Married-civ-spouse,187,3, Prof-specialty, Husband, White, Male,23, United-States,24128
38, Private, 12th, Never-married,173,6, Machine-op-inspct, Not-in-family, Black, Female,50, United-States,42549
55, State-gov, Bachelors, Divorced,158,4, Exec-managerial, Unmarried, Black, Male,40, United-States,27337
49, Self-emp-not-inc, 7th-8th, Married-civ-spouse,180,0, Other-service, Husband, White, Male,70, Italy,44439
40, Private, Bachelors, Married-spouse-absent,157,1, Other-service, Not-in-family, Other, Male,40, Mexico,38624
42, Private, Assoc-voc, Divorced,188,3, Tech-support, Not-in-family, White, Female,30, United-States,36164
51, Private, Bachelors, Married-civ-spouse,164,5, Prof-specialty, Husband, White, Male,50, United-States,184810
27, Private, Bachelors, Never-married,173,4, Adm-clerical, Own-child, Asian-Pac-Islander, Female,50, Laos,41288
30, State-gov, HS-grad, Married-civ-spouse,168,5, Protective-serv, Husband, White, Male,40, United-States,64163
70, ?, Doctorate, Married-civ-spouse,184,6, ?, Husband, White, Male,20, United-States,113381
40, Private, 10th, Never-married,196,2, Other-service, Unmarried, Black, Female,40, United-States,26749
43, Self-emp-not-inc, Bachelors, Separated,163,6, Craft-repair, Unmarried, White, Male,35, United-States,40647
24, Private, HS-grad, Never-married,196,6, Other-service, Not-in-family, White, Female,40, United-States,33449
22, ?, 7th-8th, Never-married,151,1, ?, Own-child, White, Male,40, United-States,34061
38, Private, Bachelors, Married-civ-spouse,149,4, Sales, Husband, White, Male,60, United-States,131749
52, Private, HS-grad, Married-civ-spouse,152,5, Craft-repair, Husband, White, Male,40, United-States,45361
32, Private, Assoc-voc, Married-civ-spouse,172,0, Sales, Husband, White, Male,50, United-States,107335
33, Private, Assoc-voc, Separated,200,5, Protective-serv, Not-in-family, White, Female,40, United-States,27925
21, Private, HS-grad, Never-married,176,3, Machine-op-inspct, Own-child, White, Male,40, United-States,33692
27, Private, Some-college, Never-married,154,0, Sales, Not-in-family, White, Male,50, United-States,39893
31, Private, HS-grad, Divorced,177,6, Exec-managerial, Not-in-family, White, Male,50, United-States,41725
29, Private, Masters, Married-civ-spouse,172,4, Prof-specialty, Wife, Asian-Pac-Islander, Female,40, Hong,66633
49, Private, 5th-6th, Married-civ-spouse,147,2, Other-service, Husband, White, Male,40, Greece,46929
61, ?, Bachelors, Never-married,155,3, ?, Not-in-family, White, Male,7, United-States,51587
46, Private, Bachelors, Married-civ-spouse,166,3, Sales, Husband, White, Male,50, Germany,154965
37, Private, 11th, Married-civ-spouse,164,0, Craft-repair, Husband, White, Male,40, United-States,27745
56, Federal-gov, Bachelors, Married-civ-spouse,160,2, Adm-clerical, Husband, White, Male,40, United-States,111519
37, Private, Some-college, Married-civ-spouse,199,4, Craft-repair, Husband, White, Male,40, United-States,31365
26, Self-emp-not-inc, HS-grad, Married-civ-spouse,188,5, Adm-clerical, Husband, White, Male,40, United-States,23043
31, Private, Some-college, Never-married,152,6, Adm-clerical, Unmarried, Black, Female,35, United-States,24595
36, Private, HS-grad, Married-civ-spouse,160,3, Other-service, Wife, Asian-Pac-Islander, Female,40, South,20499
52, Private, 10th, Married-civ-spouse,190,3, Handlers-cleaners, Husband, White, Male,45, United-States,47161
40, Private, Some-college, Divorced,181,3, Craft-repair, Not-in-family, White, Male,60, United-States,37333
21, Private, HS-grad, Married-spouse-absent,153,4, Exec-managerial, Other-relative, White, Female,60, United-States,49808
63, Private, 10th, Separated,188,0, Machine-op-inspct, Not-in-family, Black, Male,40, United-States,29744
30, Private, HS-grad, Never-married,176,3, Adm-clerical, Not-in-family, White, Female,40, United-States,27945
30, Private, Bachelors, Married-civ-spouse,192,3, Sales, Husband, White, Male,20, Peru,37451
50, Private, Bachelors, Married-civ-spouse,166,3, Exec-managerial, Husband, White, Male,60, United-States,45906
41, Private, Masters, Married-civ-spouse,155,5, Exec-managerial, Husband, White, Male,45, United-States,38747
39, Self-emp-inc, Bachelors, Married-civ-spouse,190,5, Exec-managerial, Husband, White, Male,60, United-States,141947
23, Private, HS-grad, Separated,162,5, Machine-op-inspct, Unmarried, White, Female,48, United-States,22823
52, Private, HS-grad, Married-civ-spouse,178,1, Sales, Husband, Black, Male,40, United-States,37321
17, ?, 11th, Never-married,161,0, ?, Own-child, Black, Female,20, United-States,31925
46, Private, Assoc-voc, Divorced,157,1, Tech-support, Unmarried, Black, Female,40, United-States,49725
26, Private, Some-college, Married-civ-spouse,157,0, Adm-clerical, Wife, White, Female,42, United-States,35649
30, Private, Some-college, Married-civ-spouse,179,3, Craft-repair, Husband, White, Male,40, United-States,43239
23, Private, Some-college, Divorced,168,1, Exec-managerial, Not-in-family, White, Male,50, United-States,25413
21, State-gov, Some-college, Never-married,174,6, Adm-clerical, Own-child, Asian-Pac-Islander, Female,12, United-States,49784
39, Private, HS-grad, Married-civ-spouse,159,5, Transport-moving, Husband, White, Male,55, United-States,34511
37, Local-gov, Assoc-voc, Married-civ-spouse,158,6, Protective-serv, Husband, Black, Male,40, United-States,42084
40, Self-emp-not-inc, Masters, Married-civ-spouse,159,5, Exec-managerial, Husband, White, Male,50, United-States,142736
38, Private, Some-college, Divorced,185,6, Adm-clerical, Unmarried, Black, Female,20, United-States,49280
47, Private, Bachelors, Married-civ-spouse,169,4, Sales, Husband, White, Male,60, United-States,33329
20, Private, Some-college, Never-married,190,4, Other-service, Own-child, White, Male,35, United-States,23500
35, Private, HS-grad, Married-civ-spouse,174,6, Craft-repair, Husband, White, Male,40, United-States,39876
62, State-gov, Bachelors, Divorced,183,3, Prof-specialty, Not-in-family, White, Male,40, United-States,158357
32, Private, 11th, Divorced,191,2, Other-service, Unmarried, White, Female,15, United-States,30330
42, Self-emp-inc, Bachelors, Married-civ-spouse,149,0, Sales, Husband, White, Male,60, United-States,127042
32, Private, 10th, Never-married,177,2, Craft-repair, Unmarried, White, Male,40, United-States,39786
27, Private, Some-college, Never-married,156,3, Other-service, Own-child, Black, Female,30, United-States,33680
53, Self-emp-inc, Bachelors, Married-civ-spouse,165,4, Sales, Husband, White, Male,45, United-States,94384
28, Self-emp-not-inc, 5th-6th, Married-civ-spouse,159,0, Handlers-cleaners, Husband, White, Male,25, Mexico,46925
26, Private, HS-grad, Married-civ-spouse,175,1, Sales, Husband, White, Male,40, United-States,20927
47, Private, Prof-school, Married-civ-spouse,167,6, Exec-managerial, Husband, White, Male,45, United-States,64320
23, Private, Some-college, Never-married,178,0, Protective-serv, Own-child, Black, Female,40, United-States,27289
70, Self-emp-inc, Some-college, Married-civ-spouse,198,4, Exec-managerial, Husband, White, Male,30, United-States,40569
41, State-gov, Bachelors, Married-civ-spouse,187,6, Exec-managerial, Husband, Asian-Pac-Islander, Male,40, United-States,48198
43, State-gov, Masters, Never-married,194,6, Prof-specialty, Not-in-family, White, Male,45, United-States,41612
65, Private, HS-grad, Divorced,187,5, Sales, Unmarried, White, Female,25, ?,25280
40, Self-emp-not-inc, HS-grad, Married-civ-spouse,198,6, Craft-repair, Husband, White, Male,40, United-States,46717
64, Self-emp-not-inc, HS-grad, Married-civ-spouse,176,5, Exec-managerial, Husband, White, Male,45, United-States,112877
40, Private, Some-college, Divorced,185,5, Exec-managerial, Not-in-family, White, Male,45, United-States,44732
43, Private, Bachelors, Divorced,194,1, Exec-managerial, Not-in-family, White, Male,35, United-States,33116
50, Federal-gov, HS-grad, Married-civ-spouse,189,5, Adm-clerical, Husband, White, Male,48, United-States,44500
19, ?, Some-college, Never-married,171,6, ?, Own-child, White, Female,30, United-States,27513
32, Self-emp-not-inc, Bachelors, Never-married,185,3, Prof-specialty, Own-child, Black, Female,60, ?,28337
32, Private, 11th, Married-civ-spouse,177,3, Farming-fishing, Husband, White, Male,40, United-States,42279
42, Private, 11th, Divorced,178,4, Sales, Unmarried, White, Male,50, Mexico,34129
41, Private, HS-grad, Married-civ-spouse,151,5, Craft-repair, Husband, White, Male,40, United-States,170032
30, Private, Some-college, Never-married,159,5, Exec-managerial, Not-in-family, White, Female,40, England,49149
20, Private, Some-college, Never-married,145,3, Other-service, Own-child, White, Male,30, United-States,36127
45, State-gov, HS-grad, Married-civ-spouse,179,2, Craft-repair, Husband, White, Male,40, United-States,37413
42, Private, Doctorate, Married-civ-spouse,194,0, Prof-specialty, Husband, White, Male,50, United-States,186464
24, Private, Assoc-acdm, Never-married,170,5, Machine-op-inspct, Own-child, White, Male,40, United-States,23412
43, Private, Bachelors, Divorced,148,3, Sales, Not-in-family, White, Female,50, United-States,29675
28, Private, HS-grad, Married-civ-spouse,162,4, Transport-moving, Husband, Black, Male,40, United-States,28703
35, Private, HS-grad, Never-married,191,3, Machine-op-inspct, Not-in-family, White, Female,40, United-States,34221
36, ?, HS-grad, Married-spouse-absent,153,5, ?, Unmarried, Black, Male,50, United-States,29902
38, Federal-gov, HS-grad, Never-married,190,6, Adm-clerical, Unmarried, White, Female,40, United-States,24520
32, Local-gov, Bachelors, Divorced,158,5, Prof-specialty, Unmarried, White, Female,35, United-States,35107
50, State-gov, HS-grad, Married-civ-spouse,149,6, Protective-serv, Husband, White, Male,40, United-States,24045
34, Private, HS-grad, Married-civ-spouse,181,4, Craft-repair, Husband, White, Male,55, United-States,122917
35, Private, HS-grad, Never-married,156,6, Other-service, Own-child, White, Male,40, United-States,28849
30, Private, Masters, Never-married,179,6, Adm-clerical, Not-in-family, White, Female,40, France,36602
61, State-gov, 5th-6th, Married-civ-spouse,154,4, Transport-moving, Husband, White, Male,40, United-States,42895
27, Private, Bachelors, Never-married,198,6, Adm-clerical, Own-child, White, Male,38, United-States,20131
61, Private, HS-grad, Never-married,177,1, Machine-op-inspct, Not-in-family, Black, Female,40, United-States,31201
18, Private, 5th-6th, Never-married,166,0, Handlers-cleaners, Other-relative, White, Male,40, Mexico,23301
31, Local-gov, HS-grad, Married-civ-spouse,197,5, Protective-serv, Husband, White, Male,40, United-States,165428
31, Private, Bachelors, Divorced,200,2, Prof-specialty, Not-in-family, White, Male,60, United-States,49000
20, Private, HS-grad, Never-married,197,1, Other-service, Not-in-family, Black, Female,40, United-States,39987
35, Private, 12th, Married-civ-spouse,181,6, Transport-moving, Husband, White, Male,40, United-States,49981
51, Private, HS-grad, Never-married,151,4, Craft-repair, Not-in-family, Black, Male,40, United-States,48200
43, Private, Some-college, Married-civ-spouse,196,1, Sales, Husband, White, Male,40, United-States,171478
18, Private, 11th, Never-married,200,2, Handlers-cleaners, Own-child, White, Male,20, United-States,34910
55, Private, Prof-school, Married-civ-spouse,150,4, Exec-managerial, Husband, White, Male,40, United-States,57399
59, Private, HS-grad, Widowed,173,4, Priv-house-serv, Not-in-family, White, Female,40, United-States,44826
21, Private, HS-grad, Never-married,183,4, Other-service, Own-child, White, Female,40, United-States,23262
22, Private, 10th, Never-married,196,5, Other-service, Own-child, White, Female,40, United-States,47697
60, Federal-gov, Some-college, Widowed,166,2, Exec-managerial, Not-in-family, White, Female,40, England,28063
49, Federal-gov, HS-grad, Married-civ-spouse,178,1, Craft-repair, Husband, White, Male,40, United-States,86103
21, Private, HS-grad, Never-married,157,2, Handlers-cleaners, Own-child, White, Female,40, United-States,25141
61, Private, HS-grad, Married-civ-spouse,156,1, Machine-op-inspct, Husband, White, Male,40, United-States,30609
64, Private, 5th-6th, Divorced,189,4, Craft-repair, Not-in-family, White, Male,40, United-States,48091
63, Private, HS-grad, Never-married,160,0, Craft-repair, Not-in-family, White, Male,40, United-States,31598
